program,Age,Gender,Civil State,District,Work Experience,OL-A,OL-B,OL-C,OL-S,AL stream,AL-A,AL-B,AL-C,AL-S
Bachelor of Technology Honours in Engineering – Textile & Clothing,25,Male,Single,Kurunegala,1-2 years,7,0,1,1,Mathematics,0,2,0,1
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,25,Male,Single,MullaitivuColombo,1-2 years,5,3,1,0,Mathematics,0,1,2,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,19,Female,Single,Ratnapura,More than 3 years,0,5,4,0,Mathematics,1,1,0,1
Bachelor of Software Engineering Honours,19,Female,Married,Gampaha,More than 3 years,9,0,0,0,Mathematics,2,1,0,0
Bachelor of Software Engineering Honours,24,Male,Married,Kandy,No experience,8,1,0,0,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,21,Female,Single,Colombo,2-3 years,9,0,0,0,Mathematics,0,2,1,0
Bachelor of Technology - Mechatronics Engineering,20,Male,Married,Badulla,1-2 years,5,1,2,1,Mathematics,0,2,0,1
Bachelor of Technology - Mechatronics Engineering,26,Male,Married,Colombo,0-1 years,3,5,1,0,Mathematics,0,0,0,3
Bachelor of Technology - Electronic and Communication Engineering,21,Female,Single,Trincomalee,No experience,4,3,1,1,Mathematics,2,0,0,1
Bachelor of Technology - Electronic and Communication Engineering,23,Female,Single,Kurunegala,No experience,6,0,2,1,Mathematics,0,2,0,1
Bachelor of Industrial Studies Honours – Apparel Production and Management,23,Male,Married,Gampaha,No experience,1,6,2,0,Mathematics,2,0,0,1
Bachelor of Technology - Mechanical Engineering,25,Male,Married,Matara,No experience,5,3,0,1,Mathematics,1,2,0,0
Bachelor of Technology - Civil Engineering,19,Male,Single,Gampaha,1-2 years,5,3,1,0,Mathematics,1,0,1,1
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,24,Female,Married,Nuwara Eliya,More than 3 years,4,0,5,0,Biology,3,0,0,0
Bachelor of Technology - Electronic and Communication Engineering,21,Female,Married,Anuradhapura,0-1 years,1,6,2,0,Mathematics,1,1,0,1
Bachelor of Technology Honours in Engineering – Textile & Clothing,21,Female,Married,MullaitivuColombo,More than 3 years,5,3,0,1,Mathematics,1,2,0,0
Bachelor of Software Engineering Honours,23,Male,Married,MullaitivuColombo,0-1 years,9,0,0,0,Mathematics,0,1,1,1
Bachelor of Software Engineering Honours,19,Female,Married,Gampaha,1-2 years,7,2,0,0,Mathematics,1,0,0,2
Bachelor of Software Engineering Honours,19,Female,Single,Colombo,0-1 years,3,5,0,1,Mathematics,0,3,0,0
Bachelor of Technology - Civil Engineering,26,Female,Single,Kilinochchi,2-3 years,7,1,0,1,Mathematics,1,0,0,2
Bachelor of Technology - Electrical Engineering,19,Female,Married,Kandy,0-1 years,3,0,1,5,Mathematics,3,0,0,0
Bachelor of Technology - Computer Engineering,22,Female,Married,Vavuniya,No experience,9,0,0,0,Biology,0,0,3,0
Bachelor of Technology - Computer Engineering,19,Male,Married,Mannar,No experience,8,1,0,0,Mathematics,2,1,0,0
Bachelor of Technology - Mechanical Engineering,23,Female,Single,Badulla,1-2 years,9,0,0,0,Mathematics,3,0,0,0
Bachelor of Software Engineering Honours,21,Female,Married,Kandy,2-3 years,0,2,7,0,Mathematics,1,1,0,1
Bachelor of Technology - Mechanical Engineering,24,Male,Single,Kandy,No experience,7,2,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Civil Engineering,25,Male,Single,MullaitivuColombo,1-2 years,9,0,0,0,Mathematics,1,0,2,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,25,Female,Married,Kurunegala,2-3 years,4,5,0,0,Mathematics,1,0,0,2
Bachelor of Technology Honours in Engineering – Textile & Clothing,23,Male,Married,Colombo,2-3 years,8,0,1,0,Arts,1,2,0,0
Bachelor of Technology - Computer Engineering,25,Female,Single,Colombo,More than 3 years,0,3,4,2,Mathematics,1,0,0,2
Bachelor of Software Engineering Honours,19,Female,Single,Gampaha,No experience,9,0,0,0,Mathematics,0,0,0,3
Bachelor of Technology - Electrical Engineering,21,Male,Married,Kurunegala,More than 3 years,9,0,0,0,Mathematics,2,0,0,1
Bachelor of Industrial Studies Honours – Apparel Production and Management,23,Female,Married,Kurunegala,2-3 years,1,6,2,0,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours - Agriculture,23,Female,Married,Gampaha,0-1 years,3,4,0,2,Mathematics,0,3,0,0
Bachelor of Technology - Electrical Engineering,24,Female,Married,Colombo,More than 3 years,9,0,0,0,Mathematics,1,2,0,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,23,Male,Single,Gampaha,No experience,7,2,0,0,Mathematics,1,2,0,0
Bachelor of Technology - Electrical Engineering,19,Female,Married,Galle,0-1 years,0,3,5,1,Mathematics,2,0,1,0
Bachelor of Technology - Mechanical Engineering,24,Male,Single,Colombo,1-2 years,5,3,0,1,Mathematics,1,0,1,1
Bachelor of Technology - Mechatronics Engineering,26,Female,Single,Gampaha,0-1 years,7,0,2,0,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,19,Female,Married,Galle,More than 3 years,0,3,4,2,Mathematics,2,1,0,0
Bachelor of Software Engineering Honours,23,Male,Married,Kandy,More than 3 years,2,6,0,1,Mathematics,0,2,1,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,19,Female,Married,Kandy,2-3 years,3,2,3,1,Mathematics,2,0,1,0
Bachelor of Software Engineering Honours,20,Female,Single,Vavuniya,0-1 years,1,7,0,1,Mathematics,3,0,0,0
Bachelor of Technology - Mechatronics Engineering,26,Female,Married,Gampaha,No experience,8,0,0,1,CommerceMathematics,0,3,0,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,20,Male,Married,Colombo,More than 3 years,1,5,3,0,Arts,0,0,2,1
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,23,Male,Married,Kurunegala,0-1 years,4,2,2,1,Biology,3,0,0,0
Bachelor of Software Engineering Honours,21,Female,Single,Colombo,More than 3 years,8,0,0,1,Mathematics,2,1,0,0
Bachelor of Software Engineering Honours,23,Male,Single,Kandy,1-2 years,9,0,0,0,Mathematics,1,0,1,1
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,19,Male,Married,Colombo,No experience,6,3,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Mechatronics Engineering,22,Male,Married,Kandy,0-1 years,1,7,0,1,Mathematics,2,1,0,0
Bachelor of Technology - Electronic and Communication Engineering,22,Male,Married,MullaitivuColombo,1-2 years,6,1,2,0,Mathematics,2,1,0,0
Bachelor of Technology - Computer Engineering,19,Male,Married,Gampaha,1-2 years,7,1,0,1,Mathematics,2,0,0,1
Bachelor of Technology - Electrical Engineering,20,Female,Single,Colombo,1-2 years,8,1,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Civil Engineering,21,Female,Married,Kandy,1-2 years,3,6,0,0,Mathematics,3,0,0,0
Bachelor of Software Engineering Honours,20,Female,Single,Kurunegala,More than 3 years,7,1,0,1,Mathematics,3,0,0,0
Bachelor of Technology - Electrical Engineering,20,Male,Married,Kandy,2-3 years,0,1,3,5,Arts,1,2,0,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,21,Male,Married,Kandy,1-2 years,6,3,0,0,Mathematics,2,1,0,0
Bachelor of Technology - Electrical Engineering,24,Male,Single,Kurunegala,More than 3 years,6,1,1,1,Mathematics,2,0,0,1
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,24,Male,Married,Colombo,No experience,3,3,3,0,Mathematics,2,1,0,0
Bachelor of Technology - Electrical Engineering,25,Male,Single,Hambantota,0-1 years,3,4,1,1,Mathematics,2,1,0,0
Bachelor of Technology - Mechanical Engineering,21,Male,Single,Kandy,No experience,2,7,0,0,Mathematics,1,0,0,2
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,25,Female,Married,Kurunegala,0-1 years,7,2,0,0,Biology,3,0,0,0
Bachelor of Technology - Electronic and Communication Engineering,21,Female,Single,Kandy,2-3 years,3,5,1,0,Mathematics,2,0,0,1
Bachelor of Technology Honours in Engineering – Textile & Clothing,26,Female,Single,Kurunegala,2-3 years,1,2,5,1,Mathematics,2,1,0,0
Bachelor of Technology - Civil Engineering,20,Male,Married,Puttalam,No experience,8,1,0,0,Mathematics,2,0,1,0
Bachelor of Technology - Computer Engineering,26,Female,Married,Batticaloa,1-2 years,4,1,0,4,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,26,Male,Single,Anuradhapura,1-2 years,9,0,0,0,Mathematics,0,1,2,0
Bachelor of Industrial Studies Honours - Agriculture,23,Female,Single,Kurunegala,1-2 years,4,2,0,3,Mathematics,0,1,2,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,21,Female,Married,Mullaitivu,0-1 years,4,5,0,0,Mathematics,1,2,0,0
Bachelor of Technology - Mechatronics Engineering,20,Male,Single,Kurunegala,2-3 years,6,3,0,0,Mathematics,3,0,0,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,24,Male,Married,Gampaha,No experience,0,2,7,0,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,22,Female,Married,Hambantota,1-2 years,2,6,0,1,Mathematics,3,0,0,0
Bachelor of Technology - Civil Engineering,19,Male,Married,Kilinochchi,2-3 years,9,0,0,0,Mathematics,2,0,1,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,25,Female,Single,Kurunegala,More than 3 years,3,4,1,1,Mathematics,1,1,0,1
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,19,Male,Single,Gampaha,No experience,8,0,1,0,Mathematics,1,2,0,0
Bachelor of Technology - Mechanical Engineering,22,Male,Single,Kurunegala,No experience,0,9,0,0,CommerceArts,0,0,0,3
Bachelor of Technology Honours in Engineering – Textile & Clothing,21,Female,Single,Kurunegala,No experience,2,4,2,1,Mathematics,0,3,0,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,25,Female,Married,Kalutara,No experience,4,0,3,2,Biology,2,0,1,0
Bachelor of Technology - Mechanical Engineering,21,Female,Single,Colombo,0-1 years,9,0,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Civil Engineering,25,Male,Single,MullaitivuColombo,2-3 years,4,0,0,5,Mathematics,0,2,1,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,26,Male,Single,Colombo,2-3 years,4,1,2,2,Mathematics,3,0,0,0
Bachelor of Technology - Computer Engineering,25,Female,Single,Kandy,0-1 years,0,6,3,0,Mathematics,2,1,0,0
Bachelor of Technology - Electrical Engineering,19,Male,Married,Kandy,1-2 years,1,7,1,0,Mathematics,1,0,2,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,25,Male,Married,Kurunegala,2-3 years,1,5,3,0,Mathematics,3,0,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,22,Male,Single,Colombo,2-3 years,1,8,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Mechatronics Engineering,19,Female,Single,Ampara,No experience,3,6,0,0,Mathematics,1,2,0,0
Bachelor of Industrial Studies Honours - Agriculture,19,Male,Married,Gampaha,No experience,7,2,0,0,Mathematics,1,0,0,2
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,19,Female,Single,Monaragala,More than 3 years,2,1,6,0,Arts,0,0,3,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,22,Male,Single,Badulla,1-2 years,6,2,0,1,Mathematics,1,1,0,1
Bachelor of Industrial Studies Honours – Apparel Production and Management,19,Male,Married,Kandy,No experience,4,1,3,1,Mathematics,2,0,1,0
Bachelor of Technology - Electronic and Communication Engineering,19,Male,Single,Colombo,More than 3 years,6,1,0,2,Mathematics,3,0,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,21,Male,Married,Gampaha,2-3 years,2,3,1,3,CommerceMathematics,2,1,0,0
Bachelor of Technology - Electronic and Communication Engineering,21,Male,Single,Polonnaruwa,2-3 years,9,0,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Electronic and Communication Engineering,20,Male,Married,Colombo,More than 3 years,8,0,1,0,Biology,1,1,0,1
Bachelor of Technology - Electronic and Communication Engineering,20,Male,Married,Colombo,0-1 years,2,0,0,7,Mathematics,2,1,0,0
Bachelor of Technology - Electrical Engineering,23,Female,Married,Colombo,No experience,0,8,0,1,Mathematics,0,3,0,0
Bachelor of Industrial Studies Honours - Agriculture,22,Female,Married,Gampaha,0-1 years,5,1,0,3,Mathematics,1,0,0,2
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,25,Male,Married,Kurunegala,0-1 years,1,7,1,0,Mathematics,3,0,0,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,26,Male,Married,Colombo,0-1 years,7,2,0,0,Mathematics,2,1,0,0
Bachelor of Technology - Mechatronics Engineering,21,Male,Single,Kegalle,0-1 years,1,7,1,0,Mathematics,1,1,0,1
Bachelor of Technology - Mechanical Engineering,21,Male,Single,Kandy,2-3 years,8,1,0,0,Mathematics,3,0,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,25,Male,Single,Kandy,2-3 years,9,0,0,0,Mathematics,0,3,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,26,Male,Married,Gampaha,2-3 years,7,2,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Civil Engineering,19,Female,Single,Colombo,1-2 years,4,1,0,4,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,26,Male,Married,Monaragala,0-1 years,6,1,1,1,Mathematics,3,0,0,0
Bachelor of Technology - Electrical Engineering,24,Male,Married,Badulla,1-2 years,9,0,0,0,Mathematics,2,0,1,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,20,Female,Married,Monaragala,More than 3 years,0,5,2,2,Mathematics,0,1,0,2
Bachelor of Technology - Mechatronics Engineering,22,Male,Married,Mannar,More than 3 years,3,6,0,0,Mathematics,2,1,0,0
Bachelor of Technology - Mechanical Engineering,19,Male,Married,Batticaloa,2-3 years,7,2,0,0,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,20,Male,Married,Kandy,No experience,6,1,1,1,Mathematics,0,0,1,2
Bachelor of Technology - Mechanical Engineering,20,Male,Married,Gampaha,0-1 years,8,0,1,0,Mathematics,1,1,1,0
Bachelor of Technology - Electrical Engineering,26,Male,Married,Kurunegala,No experience,0,3,6,0,CommerceArts,2,1,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,24,Female,Married,Monaragala,1-2 years,9,0,0,0,Mathematics,2,0,1,0
Bachelor of Technology - Mechatronics Engineering,23,Male,Single,Batticaloa,1-2 years,7,0,2,0,Mathematics,1,2,0,0
Bachelor of Software Engineering Honours,21,Male,Single,Nuwara Eliya,No experience,0,5,4,0,Mathematics,3,0,0,0
Bachelor of Software Engineering Honours,22,Male,Married,Batticaloa,0-1 years,5,3,0,1,Arts,2,0,0,1
Bachelor of Technology - Electrical Engineering,26,Male,Married,Kandy,0-1 years,0,8,1,0,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,21,Female,Married,Kurunegala,No experience,7,0,0,2,Mathematics,0,2,0,1
Bachelor of Technology - Electrical Engineering,22,Female,Married,Kandy,1-2 years,0,9,0,0,Mathematics,1,1,0,1
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,20,Female,Single,Matara,2-3 years,3,3,2,1,Arts,0,2,1,0
Bachelor of Software Engineering Honours,25,Female,Married,Colombo,No experience,4,2,2,1,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,26,Female,Married,Gampaha,0-1 years,6,3,0,0,Mathematics,0,1,0,2
Bachelor of Technology - Mechanical Engineering,26,Female,Single,Kurunegala,2-3 years,1,0,6,2,CommerceMathematics,2,1,0,0
Bachelor of Technology - Civil Engineering,26,Male,Single,Gampaha,2-3 years,4,4,1,0,Mathematics,2,1,0,0
Bachelor of Technology - Civil Engineering,26,Male,Single,Colombo,No experience,2,4,2,1,Mathematics,3,0,0,0
Bachelor of Technology - Electrical Engineering,21,Female,Single,Colombo,No experience,4,3,0,2,Mathematics,2,1,0,0
Bachelor of Technology - Mechanical Engineering,26,Male,Married,Matara,More than 3 years,0,4,1,4,Mathematics,0,1,1,1
Bachelor of Technology - Computer Engineering,21,Female,Single,Colombo,1-2 years,5,3,1,0,Mathematics,2,1,0,0
Bachelor of Technology - Civil Engineering,22,Male,Single,Colombo,0-1 years,8,1,0,0,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours - Agriculture,24,Male,Single,Colombo,More than 3 years,4,2,3,0,Mathematics,2,0,0,1
Bachelor of Technology - Electronic and Communication Engineering,21,Male,Single,Colombo,More than 3 years,9,0,0,0,Mathematics,0,0,1,2
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,26,Female,Married,Kurunegala,1-2 years,2,7,0,0,Mathematics,2,0,0,1
Bachelor of Technology - Electronic and Communication Engineering,21,Male,Single,Ratnapura,0-1 years,3,1,0,5,Mathematics,0,0,0,3
Bachelor of Industrial Studies Honours – Apparel Production and Management,26,Female,Single,Kurunegala,No experience,0,8,0,1,Mathematics,0,2,0,1
Bachelor of Industrial Studies Honours - Agriculture,23,Male,Single,Colombo,No experience,9,0,0,0,Mathematics,2,0,0,1
Bachelor of Software Engineering Honours,23,Female,Married,Kalutara,More than 3 years,9,0,0,0,Arts,0,1,2,0
Bachelor of Technology - Electronic and Communication Engineering,23,Male,Single,Kurunegala,No experience,3,4,2,0,Mathematics,2,0,1,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,20,Male,Married,Kandy,2-3 years,3,4,0,2,Mathematics,0,2,0,1
Bachelor of Technology - Computer Engineering,20,Male,Married,Gampaha,1-2 years,4,4,0,1,Mathematics,2,1,0,0
Bachelor of Technology - Electrical Engineering,23,Female,Married,Colombo,2-3 years,3,4,1,1,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,26,Female,Single,Colombo,2-3 years,1,6,1,1,Mathematics,0,0,1,2
Bachelor of Technology - Electrical Engineering,25,Male,Single,Kandy,1-2 years,3,2,1,3,Mathematics,3,0,0,0
Bachelor of Technology - Electrical Engineering,26,Female,Married,Gampaha,2-3 years,5,3,1,0,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,26,Male,Single,Colombo,2-3 years,7,0,2,0,Mathematics,1,0,0,2
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,19,Male,Married,Colombo,No experience,2,6,1,0,Mathematics,2,0,0,1
